Image ID,Label,correct_obj+context,context,correct_obj
441468,fire hydrant,A red fire hydrant sitting on the side of a road.,A red  sitting on the side of a road.,fire hydrant
277005,bicycle,Several people are leaving a bus station with a bus next to it as a person rides by on a bicycle,Several people are leaving a bus station with a bus next to it as a person rides by on a ,bicycle
277005,person,Several people walk out of a bus onto the street. ,Several  walk out of a bus onto the street. ,people
484893,sheep,A couple of kids petting sheep inside of a corral,A couple of kids petting  inside of a corral,sheep
32811,bird,A bird resting outside of a boat window. ,A  resting outside of a boat window. ,bird
417876,giraffe,Two giraffes are standing together outside near a wall.,Two  are standing together outside near a wall.,giraffes
89271,cat,A cat wearing a hat while resting it's paws on top of a chair.,A  wearing a hat while resting it's paws on top of a chair.,cat
56545,bird,A gray bird is standing on small brown branch.,A gray  is standing on small brown branch.,bird
221213,train,A long train sitting on a railroad track. ,A long  sitting on a railroad track. ,train
534639,train,A modern train running on tracks near a station.,A modern  running on tracks near a station.,train
42178,train,Smoggy picture of many trains in a busy train station.,Smoggy picture of many  in a busy train station.,trains
106281,train,Two trains passing each other on seperate tacks.,Two  passing each other on seperate tacks.,trains
570664,cat,The person is holding a treat for the cats.,The person is holding a treat for the .,cats
570664,person,The person is holding a treat for the cats.,The  is holding a treat for the cats.,person
412887,cow,"Though not the smartest animals in the world, the cow still has a friendly face.","Though not the smartest animals in the world, the  still has a friendly face.",cow
131938,cat,A cat is wearing a tie and sitting on some clothes.,A  is wearing a tie and sitting on some clothes.,cat
131938,tie,Cat sitting up with a fake tie around it's neck.,Cat sitting up with a fake  around it's neck.,tie
540928,cat,A cat that is standing on a wood floor.,A  that is standing on a wood floor.,cat
540928,chair,A cat is walking past a chair. ,A cat is walking past a . ,chair
563702,truck,A fire fire truck parked in a parking lot.,A fire fire  parked in a parking lot.,truck
445722,person,some people are sitting on a trolly outside,some  are sitting on a trolly outside,people
445722,boat,a big boat with some luggage inside of it ,a big  with some luggage inside of it ,boat
115885,cat,"A brown, white and black cat looking at a laptop.","A brown, white and black  looking at a laptop.",cat
115885,bed,A cat looking at a white laptop on a bed. ,A cat looking at a white laptop on a . ,bed
115885,laptop,"A brown, white and black cat looking at a laptop.","A brown, white and black cat looking at a .",laptop
496597,boat,Two people riding a small boat across a massive lake surrounded by mountains.,Two people riding a small  across a massive lake surrounded by mountains.,boat
496597,person,Two people riding a small boat across a massive lake surrounded by mountains.,Two  riding a small boat across a massive lake surrounded by mountains.,people
237864,dog,A elephant running after a dog on a mud flat.,A elephant running after a  on a mud flat.,dog
237864,elephant,A elephant running after a dog on a mud flat.,A  running after a dog on a mud flat.,elephant
389316,elephant,Two young elephants stand next to a wooden fence.,Two young  stand next to a wooden fence.,elephants
21604,tie,A man in a suit is wearing a lit up tie.,A man in a suit is wearing a lit up .,tie
267940,boat,The large boat in the water is docked by the buildings. ,The large  in the water is docked by the buildings. ,boat
255536,chair,A row of various types of chairs and umbrella with a bridge in the background.,A row of various types of  and umbrella with a bridge in the background.,chairs
255536,motorcycle,two people riding a motorcycle with chairs and umbrellas near by,two people riding a  with chairs and umbrellas near by,motorcycle
255536,person,two people riding a motorcycle with chairs and umbrellas near by,two  riding a motorcycle with chairs and umbrellas near by,people
255536,umbrella,A row of various types of chairs and umbrella with a bridge in the background.,A row of various types of chairs and  with a bridge in the background.,umbrella
455157,umbrella,Man sitting at a picnic table using a laptop shaded by an umbrella.,Man sitting at a picnic table using a laptop shaded by an .,umbrella
455157,bench,A man sitting at a wooden bench holding a grey umbrella.,A man sitting at a wooden  holding a grey umbrella.,bench
455157,laptop,Man sitting at a picnic table using a laptop shaded by an umbrella.,Man sitting at a picnic table using a  shaded by an umbrella.,laptop
486112,elephant,A man is spraying an elephant with a water hose.,A man is spraying an  with a water hose.,elephant
259625,elephant,An elephant messing with a tree trunk. ,An  messing with a tree trunk. ,elephant
103723,person,a person standing close to an elephant ,a  standing close to an elephant ,person
103723,elephant,a person standing close to an elephant ,a person standing close to an  ,elephant
530162,umbrella,Several people standing on a sidewalk under an umbrella.,Several people standing on a sidewalk under an .,umbrella
530162,person,Several people standing on a sidewalk under an umbrella.,Several  standing on a sidewalk under an umbrella.,people
273232,dog,A person with a dog in the water.,A person with a  in the water.,dog
273232,person,A person with a dog in the water.,A  with a dog in the water.,person
273232,kite,a man that is in some water with a kite,a man that is in some water with a ,kite
292330,dog,A dog sniffs a baseball bat on a baseball field.,A  sniffs a baseball bat on a baseball field.,dog
292330,baseball bat,A dog sniffs a baseball bat on a baseball field.,A dog sniffs a  on a baseball field.,baseball bat
266981,person,some people are walking in front of a tall building,some  are walking in front of a tall building,people
513484,bear,A large brown bear standing next to a pile of rocks.,A large brown  standing next to a pile of rocks.,bear
17029,dog,a dog jumping to catch a frisbee in a yard,a  jumping to catch a frisbee in a yard,dog
17029,frisbee,a dog jumping to catch a frisbee in a yard,a dog jumping to catch a  in a yard,frisbee
163118,person,two people jumping up to try to catch a frisbee,two  jumping up to try to catch a frisbee,people
163118,frisbee,two people jumping up to try to catch a frisbee,two people jumping up to try to catch a ,frisbee
547502,dog,Four dogs playing with a Frisbee on a lawn.,Four  playing with a Frisbee on a lawn.,dogs
90003,dog,Two dogs who are playing with a Frisbee. ,Two  who are playing with a Frisbee. ,dogs
90003,frisbee,Two dogs playing in the grass with a frisbee.,Two dogs playing in the grass with a .,frisbee
6954,frisbee,A group of children sitting on the grass with frisbees in their hands. ,A group of children sitting on the grass with  in their hands. ,frisbees
128654,person,A person is jumping with a Frisbee in the air.,A  is jumping with a Frisbee in the air.,person
128654,frisbee,Man in mid air reaching between his legs to reach a frisbee. ,Man in mid air reaching between his legs to reach a . ,frisbee
459195,person,A group of people that are sitting on a log.,A group of  that are sitting on a log.,people
481582,horse,a group of people are with a horse in a stable,a group of people are with a  in a stable,horse
481582,person,a group of people are with a horse in a stable,a group of  are with a horse in a stable,people
227898,horse,A street scene with a horse pulling a white carriage.,A street scene with a  pulling a white carriage.,horse
227898,person,A picture of a person riding a horse.,A picture of a  riding a horse.,person
188465,baseball bat, Mn swinging a baseball bat on a field., Mn swinging a  on a field.,baseball bat
